HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH1.hmm	429	XP_018573214.1	493	1.4e-166	2	426	25	485	0.9883449883449883
GH1.hmm	429	XP_018573472.1	446	2.4e-148	2	390	23	446	0.9044289044289044
GH1.hmm	429	XP_018573473.1	267	6e-98	3	243	24	265	0.5594405594405595
GH1.hmm	429	XP_018573475.1	493	1.4e-165	3	426	24	484	0.986013986013986
GH1.hmm	429	XP_018573476.1	493	3.1e-165	3	426	24	484	0.986013986013986
GH1.hmm	429	XP_018573477.2	1002	1.4e-162	3	426	24	484	0.986013986013986
GH1.hmm	429	XP_018573477.2	1002	7.3e-166	3	426	533	993	0.986013986013986
GH1.hmm	429	XP_018573524.1	494	2.1e-152	3	426	23	485	0.986013986013986
GH1.hmm	429	XP_018573699.1	493	1.2e-151	4	426	26	484	0.9836829836829837
GH1.hmm	429	XP_018573700.1	492	2.2e-151	4	426	25	483	0.9836829836829837
GH1.hmm	429	XP_018575352.1	494	3.1e-155	3	426	23	485	0.986013986013986
GH1.hmm	429	XP_018576585.1	502	4.1e-149	3	426	33	494	0.986013986013986
GH1.hmm	429	XP_018576586.1	404	2e-117	67	426	1	397	0.8368298368298368
GH1.hmm	429	XP_023310397.1	494	8.1e-149	4	427	27	487	0.986013986013986
GH1.hmm	429	XP_023310604.1	458	3e-154	10	426	1	449	0.9696969696969697
GH1.hmm	429	XP_023310664.1	494	2.1e-154	3	426	23	485	0.986013986013986
GH1.hmm	429	XP_023310665.1	494	2.1e-154	3	426	23	485	0.986013986013986
GH1.hmm	429	XP_023310666.1	495	1.3e-151	3	426	23	486	0.986013986013986
GH1.hmm	429	XP_023311341.1	492	3.8e-164	3	426	24	483	0.986013986013986
GH1.hmm	429	XP_023311342.1	493	2.7e-166	3	426	24	484	0.986013986013986
GH1.hmm	429	XP_023311343.1	205	4e-60	264	426	14	196	0.3776223776223776
GH1.hmm	429	XP_023311344.1	994	1.5e-167	3	426	24	484	0.986013986013986
GH1.hmm	429	XP_023311344.1	994	4.4e-164	3	426	529	985	0.986013986013986
GH1.hmm	429	XP_023311495.1	493	1.4e-163	3	426	24	484	0.986013986013986
GH1.hmm	429	XP_023311496.1	493	1.4e-163	3	426	24	484	0.986013986013986
GH1.hmm	429	XP_023311712.1	486	5.7e-161	3	426	24	477	0.986013986013986
GH1.hmm	429	XP_023311713.1	267	6e-98	3	243	24	265	0.5594405594405595
GH1.hmm	429	XP_023312165.1	293	3.6e-102	3	247	23	276	0.5687645687645687
GH1.hmm	429	XP_023312484.1	404	2e-117	67	426	1	397	0.8368298368298368
GH1.hmm	429	XP_023312869.1	493	4.2e-169	2	426	24	484	0.9883449883449883
